,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
2294,Skating For Peace (deleted),666345420,5,Bring Obsesion to Ann Arbor for a week of cross cultural dialogue and awareness. Events will include a lecture and performance.,False,39,Hip-Hop,14.0,music,US,USD,2000.0,False,False,failed,105.0,domestic,0,17,2,23,8,2011,17,5,16,9,2011,20,4,11,8,2011,1,False,11,24,5.25
2295,Mighty Audio,51215664,2951,Mighty is the first and only device that takes your streaming music on-the-go without a smartphone. Finally.,False,52,Hardware,16.0,technology,US,USD,250000.0,True,False,successful,300101.0,domestic,1,2,2,23,2,2016,7,4,24,3,2016,20,7,6,12,2015,1,True,78,30,120.0404
2296,MVR Global,1116239571,90,"MVR Ascend - A headset and controller that enables you to play current & future PS4, Xbox One and PC games in tether free VR!",False,270,Gaming Hardware,12.0,games,GB,GBP,150000.0,False,False,failed,18872.27112342,international,0,24,1,17,10,2016,1,4,17,11,2016,16,3,13,7,2016,1,False,96,30,12.581514082279998
2297,Sammi Scotto,1795725036,36,"The latest film from writer/director Sammi Scotto, follows a serial monogamist after a recent breakup and her journey towards self love",False,303,Television,11.0,film & video,US,USD,2000.0,True,False,successful,3655.0,domestic,1,24,2,12,4,2016,24,1,2,5,2016,20,2,12,4,2016,1,True,0,20,182.75
2298,Goat Farm Publications,1300190312,49,"We're starting a zine to support positive depictions of LGBTQ+ characters by LGBTQ+ writers, illustrated by LGBTQ+ artists!",False,329,Zines,18.0,publishing,US,USD,2750.0,False,False,failed,1100.0,international,0,17,5,16,6,2017,17,7,16,7,2017,23,7,19,2,2017,1,False,116,30,40.0
2300,Brian M. Visaggio,1278153563,197,"One day in 1801, Andrew Jackson woke up 100,000 light years away. Now, with some friends, his sole mission is to find a way home.",False,250,Comic Books,3.0,comics,US,USD,4000.0,True,True,successful,5100.0,international,1,13,3,7,1,2015,13,6,7,2,2015,13,1,15,9,2014,1,True,113,30,127.49999999999999
2301,Team InvizBox,683682172,509,"InvizBox 2 makes it easy for you to protect all of your browsing, giving speed, privacy and security to you and your family",False,52,Hardware,16.0,technology,IE,EUR,50000.0,True,True,successful,126728.8858764,domestic,1,16,2,12,9,2017,16,2,17,10,2017,10,4,7,9,2017,1,True,5,35,253.45777175280003
2302,happy steve,587169152,6,Degoreland était un groupe de punk rock de l'underground marseillais dont il s'agit de la 1ère compilation 20 ans après leur début.,False,321,Punk,14.0,music,FR,EUR,50.0,True,False,successful,85.5652623,international,1,7,2,23,1,2018,7,4,22,2,2018,7,6,25,11,2017,1,True,58,30,171.1305246
2303,Mobtown Modern,1515059434,33,20 of Baltimore's most innovative musicians record a sample of their playing. 12 remix artists create a new track based on the samples.,False,39,Hip-Hop,14.0,music,US,USD,4000.0,False,False,failed,1160.0,domestic,0,24,3,12,1,2011,23,7,13,3,2011,19,4,28,10,2010,1,False,76,59,28.999999999999996
2304,Mac McDaniels,1625626668,1,"We're bringing pop punk back. Good Pop punk. We need instruments, we have the talent and ambition and with your help, we can do it!",False,321,Punk,14.0,music,US,USD,5000.0,False,False,failed,1.0,international,0,8,5,21,11,2014,9,3,31,12,2014,2,1,10,11,2014,1,False,11,40,0.02
2305,Eli Jackson,2062075353,35,"An annual conference--Writers who attend will see and learn about great fight scenes! Being held in Nashville TN April 17-19, 2015.",False,47,Fiction,18.0,publishing,US,USD,4000.0,True,True,successful,4541.0,international,1,3,7,1,6,2014,23,1,30,6,2014,1,7,6,4,2014,1,True,56,29,113.525
2306,Sean Alan Weyers,994514361,2,I'm making a super-bright LED hula hoop with 36 full color LEDs capable of thousands of patterns. LED hooping fun for kids of all ages!,False,52,Hardware,16.0,technology,US,USD,6000.0,False,False,failed,550.0,domestic,0,16,3,24,4,2013,16,5,24,5,2013,15,6,6,4,2013,1,False,18,30,9.166666666666666
2308,Franz Hoffman,1115646796,760,"Easily turn your handmade lettering into usable, colorful fonts, right within Photoshop & Illustrator. Introducing Fontself extensions.",False,261,Typography,7.0,design,FR,EUR,12000.0,True,True,successful,42344.1735675,international,1,13,4,1,10,2015,9,4,29,10,2015,12,4,10,9,2015,1,True,21,27,352.8681130625
2309,Tal Cohen,1814158277,263,"The iron-on performance pocket designed to hold your LARGE format phone, mp3 player, keys and cards.",False,28,Product Design,7.0,design,US,USD,2000.0,True,False,successful,3707.0,international,1,4,3,31,7,2013,4,6,31,8,2013,5,1,22,4,2013,1,True,99,31,185.35
2310,ryan jones,726653568,4,The goal is to build a GIANT glowing rolling trojan moose to help animate the camp ground at the Winnipeg Folk Fest 2015.,False,25,Sculpture,1.0,art,CA,CAD,110.0,False,False,failed,31.9514084,international,0,19,3,3,6,2015,16,4,2,7,2015,16,2,2,6,2015,1,False,1,28,29.046734909090908
2312,Aaron Murray,1845549174,0,"Freshly Grown Farm Produce, Specializing in Organically Grown HOT Peppers, Fruits & Vegitables. HELP THE DISABLED REJOIN THE WORKFORCE",False,309,Farms,10.0,food,US,USD,1000.0,False,False,failed,0.0,international,0,22,4,21,1,2016,22,6,20,2,2016,17,3,20,1,2016,1,False,1,30,0.0
2313,Josh Hano,749082525,1194,Be the villain! A traditionally animated side-scroller where you get to be the bad guy! Kidnap Princesses! Thwart heroes!,False,35,Video Games,12.0,games,US,USD,50000.0,True,False,successful,50331.72,international,1,21,7,17,8,2014,6,5,19,9,2014,19,4,29,5,2014,1,True,80,32,100.66344000000001
2314,Jessica Holsman,719099102,4,Be inspired and love feeling motivated to get your work done with the very first range of educationery products!,False,353,Stationery,26.0,crafts,AU,AUD,15000.0,False,False,failed,53.47177682,international,0,1,6,16,1,2016,1,1,15,2,2016,12,3,13,1,2016,1,False,2,30,0.35647851213333337
2315,Witchwood Farm's water project,926802556,6,My farm needs irrigation and the animals need constant fresh clean water.,False,309,Farms,10.0,food,US,USD,11000.0,False,False,failed,115.0,international,0,9,2,17,2,2015,8,4,19,3,2015,16,2,1,7,2014,1,False,230,29,1.0454545454545454
2316,Dierks Farms Grass-Fed Beef and Produce (deleted),2007481258,23,"We at Dierks Farms believe in the nutrient facts of our product, grass-fed beef. Help us to supply it throughout the United States!",False,309,Farms,10.0,food,US,USD,10000.0,False,False,failed,1766.0,international,0,23,1,22,2,2016,22,3,23,3,2016,22,1,22,2,2016,1,False,0,29,17.66
2317,Riccardo Sirignano,1961292629,53,"Help the distribution of a urban-fantasy series made in Italy, based on the homonymous RPG and totally produced via Kickstarter!",False,296,Fantasy,11.0,film & video,IT,EUR,2500.0,True,False,successful,2849.39292773,international,1,12,5,16,6,2017,22,7,9,7,2017,8,3,14,6,2017,1,True,2,23,113.9757171092
2318,Jacob Mitchell,217095697,1,"Build a farm, Raise cows without the use of giant Disgusting Feedlots. and sell the most delicious meat ever it'll be glorious.",False,309,Farms,10.0,food,CA,CAD,1090000.0,False,False,failed,3.92588555,international,0,16,3,15,7,2015,16,5,14,8,2015,1,2,14,7,2015,1,False,1,30,0.0003601729862385321
2320,Matthew Rosenberg,1898627339,8,"A series of Twisted Creations, from the obscure mind of Matthew Rosenberg : Starved 4 Art is now Starving For Prints!!",False,54,Mixed Media,1.0,art,US,USD,2500.0,False,False,failed,255.0,international,0,21,1,18,3,2013,14,2,2,4,2013,11,1,11,3,2013,1,False,7,14,10.2
2321,TwilightTeddiez,889743262,395,"Dive into a mythological universe as Oboro and Vira Lazera, in hopes to prevent the world's destruction in this 2D Story-Driven JRPG.",False,35,Video Games,12.0,games,US,USD,10000.0,True,True,successful,14426.0,international,1,21,2,9,6,2015,21,7,19,7,2015,7,2,3,3,2015,1,True,98,40,144.26000000000002
2322,Laura Eboa Songue,1042945362,354,Help us fund our 1st glossy printed issue ! - L'équipe FASHIZBLACK a besoin de VOUS pour réaliser son premier numéro sur papier glacé !,False,49,Periodicals,18.0,publishing,US,USD,40000.0,True,True,successful,45105.0,international,1,16,3,29,6,2011,16,7,28,8,2011,13,4,23,6,2011,1,True,6,60,112.76250000000002
2323,Oxana Bykanova,1259818986,1,"First Russian Crowndfuned Festival proving that independent culture in Russia can exists not only on states, sponsors and funds money",False,54,Mixed Media,1.0,art,US,USD,2500.0,False,False,failed,50.0,international,0,1,2,1,5,2012,15,7,13,5,2012,23,7,22,4,2012,1,False,8,12,2.0
2324,Gregory Reinauer,1971495379,30,"This weekend Melodeego will perform bike-powered shows at Occupy Wall Street, Occupy DC, and the 350 Tarsands Action at the Whitehouse!",False,40,Indie Rock,14.0,music,US,USD,800.0,True,False,successful,810.12,international,1,20,1,31,10,2011,5,1,7,11,2011,18,1,31,10,2011,1,True,0,6,101.265
2325,Brian Krohnke,1457648618,75,Join us in creating an ideal coffee farm on the Equator in one of the world´s most bio-diverse regions.,False,309,Farms,10.0,food,US,USD,66000.0,False,True,failed,17116.0,international,0,1,2,13,10,2015,2,2,17,11,2015,24,7,16,8,2015,1,False,57,35,25.933333333333337
2326,Angela Pancella,1807203687,32,The life you have been given isn't always the life you expect. But there can beauty in that.,False,47,Fiction,18.0,publishing,US,USD,800.0,True,False,successful,1115.0,international,1,23,7,2,10,2011,4,7,30,10,2011,22,7,2,10,2011,1,True,0,27,139.375
2327,Bearhammer Fortress LLC,1493977573,40,A first person Puzzle Platformer where curiosity dives exploration of your place in the world.,False,35,Video Games,12.0,games,US,USD,2000.0,True,False,successful,2041.0,international,1,19,6,25,2,2017,18,1,27,3,2017,24,5,24,2,2017,1,True,0,29,102.05
2328,Jordan Magnuson,1321456002,83,I want to travel the world and make computer games about the things I see and experience; to use computer games as a form of travel writing.,False,35,Video Games,12.0,games,US,USD,5000.0,True,True,successful,5266.01,international,1,18,5,30,7,2010,15,5,1,10,2010,7,5,30,7,2010,1,True,0,62,105.3202
2329,Kreisverband der Partei Die Partei FFO,911006585,484,Der KALENDER der Partei Die PARTEI - Kreisverband Frankfurt/Ost repräsentiert das Jahr so wie es ist und informiert Menschen und Tiere.,False,325,Calendars,18.0,publishing,DE,EUR,1000.0,True,False,successful,6060.282712,international,1,18,4,9,11,2017,18,4,23,11,2017,16,4,9,11,2017,1,True,0,14,606.0282712000001
2330,Michaela Chalk,1759401471,0,Creative crayons is wonderful for children's imagination,False,353,Stationery,26.0,crafts,GB,GBP,900.0,False,False,failed,0.0,international,0,20,1,22,9,2014,7,7,19,10,2014,19,5,19,9,2014,1,False,3,26,0.0
2331,Rachel Rosen,1795353468,5,"Thermal is a multimedia art exhibition that will be open to the public in the Spring of 2013, at the UCF Center for Emerging Media!",False,54,Mixed Media,1.0,art,US,USD,850.0,False,False,failed,65.0,international,0,1,2,29,1,2013,1,4,28,2,2013,1,4,17,1,2013,1,False,12,30,7.647058823529412
2332,"Owls, Foxes and Sebastian",1759908156,31,"Owls, Foxes and Sebastian bring you a new album: Lanterns, with 12 heartfelt tracks.",False,40,Indie Rock,14.0,music,US,USD,800.0,True,False,successful,947.5,international,1,23,6,1,9,2012,1,2,2,10,2012,17,6,25,8,2012,1,True,7,30,118.4375
2333,GBS Detroit,957058942,17,"Amateur Anthropologist is heading to Groovebox Studios on Friday, June 22nd to record and film a live GBS Detroit EP and Video.",False,40,Indie Rock,14.0,music,US,USD,600.0,True,False,successful,760.0,international,1,21,4,7,6,2012,4,5,22,6,2012,21,1,4,6,2012,1,True,3,14,126.66666666666666
2334,The Secret Alley/Galallery,394864250,81,"We need to renovate to move forward, and continue our exhibition of artists!",False,54,Mixed Media,1.0,art,US,USD,6006.0,True,False,successful,6420.0,international,1,3,5,12,4,2013,3,5,10,5,2013,5,7,13,1,2013,1,True,88,28,106.89310689310689
2335,Robert Rizo,1702179548,1,A war injured veteran seeks help raising money to fund artistic talent.,False,54,Mixed Media,1.0,art,US,USD,5000.0,False,False,failed,100.0,international,0,17,1,4,1,2016,17,5,4,3,2016,13,5,1,1,2016,1,False,3,60,2.0
2336,ODEUM,1100297943,35,"Attn. Parents and Teachers! Help your kids to succeed in school through the use of immersive, and fun role-playing games.",False,35,Video Games,12.0,games,US,USD,15000.0,True,False,successful,15019.52,international,1,17,3,24,2,2016,1,5,25,3,2016,21,4,11,2,2016,1,True,12,29,100.13013333333333
2339,Spencer,735315995,15,"Ahoy all!
The Void is an EP loaded with five songs, all different from one another ranging from blues, to progressive, and indie rock.",False,40,Indie Rock,14.0,music,US,USD,200.0,True,False,successful,240.0,international,1,22,6,21,4,2012,22,4,24,5,2012,9,3,11,4,2012,1,True,10,33,120.0
2340,Dato,2063261959,321,"This is the Dato DUO, an instrument for two. A gritty sounding synthesizer paired with a flashy sequencer. For kids aged 3 - 99 and up!",False,339,Sound,16.0,technology,NL,EUR,60000.0,True,True,successful,86932.8411956039,international,1,11,5,27,5,2016,22,7,26,6,2016,12,7,24,4,2016,1,True,32,30,144.88806865933987
2341,Ben Roselle,312669389,1,Stud Muffin creates fashion forward dress shirts with sewn in ties for babies and toddlers. Solving an important pain for parents!,False,264,Childrenswear,9.0,fashion,US,USD,250000.0,False,False,failed,15.0,international,0,20,1,25,7,2016,20,5,23,9,2016,17,6,23,7,2016,1,False,2,60,0.006
2342,Shael Riley,2009687137,125,We've got a full-length Shael Riley & The Double Ice Backfire album we want professionally engineered and mastered.,False,40,Indie Rock,14.0,music,US,USD,3750.0,True,False,successful,6176.59,international,1,17,4,29,7,2010,16,1,13,9,2010,19,4,22,7,2010,1,True,6,45,164.70906666666667
2343,Luke Hendren,296756071,4,"Till & Toil Organic farm,  grower of Gourmet Elephant,  Music, and German Red Garlics. Also rasing wild simulated ginseng avail. 2017",False,309,Farms,10.0,food,US,USD,4695.0,False,False,failed,25.0,international,0,16,5,3,6,2016,16,7,3,7,2016,17,5,20,5,2016,1,False,13,30,0.5324813631522897
2344,Marquette LaForest,1360577957,31,Sweet screenprinted t-shirts from your favorite Shreveport independent non-profit radio station at Centenary College of Louisiana.,False,239,Radio & Podcasts,18.0,publishing,US,USD,500.0,True,True,successful,654.24,international,1,6,4,2,2,2012,5,2,13,3,2012,2,4,2,2,2012,1,True,0,39,130.848
2345,Marek Walczak,865379476,32,"“INSTRUMENT” is the 2nd triennial exhibition to be held this summer at the Kulturmöllan in Lövestad, Sweden.",False,54,Mixed Media,1.0,art,US,USD,1000.0,True,False,successful,1086.0,international,1,18,5,28,6,2013,18,5,12,7,2013,9,7,23,6,2013,1,True,5,14,108.60000000000001
2346,Ghost in a Bottle,884142769,829,"The authentic Octopus City simulation for Windows, OS X and Linux. A surreal adventure game about everything and nothing.",False,35,Video Games,12.0,games,US,USD,7000.0,True,False,successful,20419.88,international,1,6,2,27,8,2013,6,4,26,9,2013,1,3,13,3,2013,1,True,167,30,291.71257142857144
2348,Matthew Tinken,78815196,118,"The Selfish Giant's debut album.
A 10 song concept album inspired by Flannery O'Connor, the book of Jeremiah, and the Salton Sea.",False,40,Indie Rock,14.0,music,US,USD,4500.0,True,False,successful,4877.23,international,1,23,5,17,5,2013,23,7,16,6,2013,21,7,12,5,2013,1,True,5,30,108.38288888888887
2349,Ninchanese,97886764,314,Ninchanese harnesses the power of games to make learning Chinese fun and effective.,False,35,Video Games,12.0,games,FR,EUR,15000.0,True,True,successful,23673.1868289,international,1,14,1,22,6,2015,24,6,1,8,2015,17,4,21,5,2015,1,True,31,40,157.821245526
2350,Marianna Stuhr,919026570,41,Feeling overwhelmed with your hectic reality? This project offers you a world of unique images revealing the power of desert landscapes,False,54,Mixed Media,1.0,art,US,USD,6500.0,True,False,successful,6665.0,international,1,16,5,19,2,2016,15,7,20,3,2016,20,7,31,1,2016,1,True,18,29,102.53846153846153
2351,kurt charles kohl - Chisanarobotto,1956696175,2,"These are interchangeable, interactive books. The pages are made of short run prints. Local printers and artists will collaborate.",False,54,Mixed Media,1.0,art,US,USD,47000.0,False,False,failed,50.0,international,0,20,5,16,5,2014,20,7,15,6,2014,20,2,16,4,2013,1,False,395,30,0.10638297872340426
2352,Mitchell Grey,1529899313,160,"12 months, 7 states, 2 countries & 11,000 miles later, Mitchell Grey is prepared to record 13 diverse songs & release their debut album",False,40,Indie Rock,14.0,music,US,USD,5000.0,True,False,successful,8285.0,international,1,4,1,2,1,2012,5,3,1,2,2012,20,7,1,1,2012,1,True,0,30,165.7
2353,The Dati Family,288382210,2,"A simple plan to donate fresh, organic, local produce to low income families.",False,309,Farms,10.0,food,US,USD,55000.0,False,False,failed,20.0,international,0,13,4,11,9,2014,13,6,11,10,2014,3,4,28,8,2014,1,False,14,30,0.03636363636363636
2354,Raluca Tudorache,1418906169,2,"My work is a multimedia installation about  the fall of communism, the simulation of reality and TV manipulation.",False,54,Mixed Media,1.0,art,NL,EUR,3000.0,False,False,failed,129.8220418,international,0,15,4,11,6,2015,23,2,30,6,2015,24,2,9,6,2015,1,False,1,19,4.327401393333333
2358,Lisa Deveaux,2066265511,31,"An album of great joy and beauty needs to be heard.  Due out April 2011.  Help me manufacture and market the new cd, Language of Love. ",False,40,Indie Rock,14.0,music,US,USD,5000.0,True,False,successful,5025.0,international,1,5,4,3,2,2011,4,2,5,4,2011,2,4,3,2,2011,1,True,0,60,100.49999999999999
2359,Dan Hatter,1851112802,3,"Engineered for sound, size, and price to compliment digital organs. Worlds largest digital organ co. wants to distrubte them in the US",False,339,Sound,16.0,technology,US,USD,900000.0,False,False,failed,3.0,international,0,19,4,26,7,2018,19,4,2,8,2018,17,3,25,7,2018,1,False,1,7,0.0003333333333333333
2360,Pipette Inc.,1810691247,243,"A game about moral dilemmas, hardships and the end of democracy. Will you sacrifice your principles in order to survive?",False,35,Video Games,12.0,games,BE,EUR,10000.0,True,True,successful,11456.37557018,international,1,9,2,11,4,2017,9,4,11,5,2017,10,1,5,9,2016,1,True,217,30,114.56375570179999
2361,Pacific Ridge Records,237658199,50,We're adding indie artists to an Alkaline Trio tribute that's already comprised of established artists in hopes of promoting new talent,False,40,Indie Rock,14.0,music,US,USD,1500.0,True,False,successful,1558.0,international,1,6,2,25,1,2011,22,2,1,3,2011,22,4,20,1,2011,1,True,4,35,103.86666666666666
2362,Josh Presseisen,1907053239,2801,The Deer God is a breathtaking 3d pixel art game that will challenge your religion and your platforming skills.,False,35,Video Games,12.0,games,US,USD,26000.0,True,True,successful,51953.3,international,1,23,1,23,6,2014,23,3,23,7,2014,19,1,24,3,2014,1,True,91,30,199.82038461538463
2363,The Right Brothers,1196574137,0,"A fun, innovative, educational look at the oddities, inanities, personalities, and theories on the American Left.",False,54,Mixed Media,1.0,art,US,USD,5000.0,False,False,failed,0.0,international,0,2,5,14,12,2012,2,7,13,1,2013,23,1,26,11,2012,1,False,17,30,0.0
2364,Irina,1618352847,1,Here you will find organic nursery wall art. I made all my arts from start to finish using only my 2 hands :),False,289,Textiles,1.0,art,US,USD,2500.0,False,False,failed,46.0,international,0,7,5,18,12,2015,7,3,6,1,2016,24,2,15,12,2015,1,False,2,19,1.8399999999999999
2365,Steve Swink,1188957169,102,"Kokoromi is offering rare indie game rewards, game download keys, and three all-access GDC passes to kickstart the Gamma4 event in San Francisco!",False,35,Video Games,12.0,games,US,USD,6000.0,True,True,successful,10329.11,international,1,1,1,8,2,2010,7,1,8,3,2010,2,6,6,2,2010,1,True,1,28,172.15183333333334
2367,Andrew Robinson,1892961974,5,The action packed adventure game were you design your own layout of the battle field and protect your kingdom!,False,35,Video Games,12.0,games,AU,AUD,100.0,True,False,successful,91.8812323,international,1,9,4,12,11,2015,9,6,12,12,2015,22,5,6,11,2015,1,True,5,30,91.8812323
2368,Christopher Bischoff,1101938650,4298,STASIS -Classic point & click adventure game played from a unique isometric view point set in a science fiction universe in 2D.,False,35,Video Games,12.0,games,US,USD,100000.0,True,True,successful,132523.13,international,1,17,1,4,11,2013,17,6,7,12,2013,12,2,11,6,2013,1,True,146,33,132.52313
2369,Chelsea Berry,1883742002,142,"Chelsea Berry is heading in to the studio to record her full-length, full-band album- let's make a record!!!",False,40,Indie Rock,14.0,music,US,USD,10000.0,True,False,successful,11780.0,international,1,15,3,29,8,2012,15,5,28,9,2012,16,3,20,6,2012,1,True,69,30,117.8
2370,Evan Wrekn Marsh,56847086,2,Mr. Evan Marsh is one of the most creative individuals I have ever had the priviledge to meet.,False,54,Mixed Media,1.0,art,US,USD,20000.0,False,False,failed,6.0,international,0,1,6,22,12,2012,1,1,21,1,2013,21,3,26,9,2012,1,False,86,30,0.03
2372,Kate McCue,458485139,11,Roses + Art = Escape! when the Sun Boxes visit the Walnut Hill Rose Garden. Experience this unique sound installation: 2 days only!,False,54,Mixed Media,1.0,art,US,USD,1700.0,False,False,failed,455.0,international,0,18,2,17,7,2012,18,4,16,8,2012,17,5,13,7,2012,1,False,4,30,26.764705882352942
2373,Fantasy Printing,1667808914,740,"Adventurers will solve a dungeon-a-day for an entire year. Many types of mixed adventures including mazes, searches, games and more...",False,325,Calendars,18.0,publishing,US,USD,2500.0,True,True,successful,19057.01,international,1,24,5,14,3,2014,24,6,29,3,2014,16,1,3,3,2014,1,True,11,15,762.2804
2375,Jason Drinkwater (deleted),367820157,1,Working toward being able to go fulltime into my works creating  garage art using reclaimed steel and random materials that inspire me.,False,54,Mixed Media,1.0,art,CA,CAD,1400.0,False,False,failed,62.4254535,international,0,19,1,18,5,2015,19,3,17,6,2015,3,7,17,5,2015,1,False,1,30,4.458960964285715
2376,Jeremy & Kate Keeble,1318525749,19,"We would like to convert our existing barn into a hostel and provide an affordable lodging option for Grand Marais, MN",False,309,Farms,10.0,food,US,USD,37275.0,False,False,failed,1310.0,international,0,4,3,4,6,2014,1,2,8,7,2014,3,3,5,3,2014,1,False,91,33,3.5144198524480217
2377,Vera Orozco,2047497089,1,"The production of a series of 10 (32""x 40"" stretched canvas) mixed media paintings ready to hang up on the wall.",False,54,Mixed Media,1.0,art,US,USD,5600.0,False,False,failed,10.0,international,0,17,2,10,12,2013,17,4,9,1,2014,1,4,5,12,2013,1,False,5,30,0.17857142857142858
2378,Chris Elmore,1465158687,426,"WOD Talk is a lifestyle magazine designed for the CrossFit community featuring training, nutrition, motivation and news articles.",False,49,Periodicals,18.0,publishing,US,USD,30000.0,True,False,successful,36421.0,international,1,22,3,14,3,2012,22,5,13,4,2012,18,4,8,3,2012,1,True,6,30,121.40333333333334
2379,Spaceland,830484576,54,"Three brothers come together to build a recording studio, debut a full album and launch a dream.",False,40,Indie Rock,14.0,music,US,USD,5000.0,True,False,successful,5637.0,international,1,6,7,10,2,2013,5,2,12,3,2013,21,6,12,5,2012,1,True,273,29,112.74
2380,Ben Alfaro,425974170,21,Donate toward travel expenses for internationally recognized artists and presenters as part of the Allied Media Conference in Detroit.,False,54,Mixed Media,1.0,art,US,USD,500.0,True,False,successful,511.0,international,1,16,5,10,6,2011,4,1,11,7,2011,18,2,7,6,2011,1,True,2,30,102.2
2381,Charissa Drengsen,1492637651,23,"a line of sustainable, handmade soft toys, including artisan rag dolls, produced locally using work-from-home talent in rural areas",False,289,Textiles,1.0,art,US,USD,25000.0,False,False,failed,2429.0,international,0,22,3,19,11,2014,22,5,19,12,2014,23,3,5,2,2014,1,False,286,30,9.716
2382,Tiffany,2007452360,3,"A planner that fits everyone's needs. It has tabs to fit it easily. Monthly, weekly and daily timed calendar, for DS companies, & more.",False,325,Calendars,18.0,publishing,US,USD,150.0,False,False,failed,4.0,international,0,17,2,30,12,2014,17,4,29,1,2015,2,2,30,12,2014,1,False,0,30,2.666666666666667
2383,Silke Jentsch,1718444645,7,"To the Moon – With practical, colorful jumpsuits we bring fun to your children's dressing room. We say NO to the throwaway culture!",False,264,Childrenswear,9.0,fashion,DE,EUR,7500.0,False,False,failed,444.34520552,international,0,22,2,6,9,2016,22,2,27,9,2016,8,2,30,8,2016,1,False,7,21,5.924602740266667
2384,Christopher Figueroa,692653576,110,An indie game about saving a little boy by creating worlds and connecting with his memories.,False,35,Video Games,12.0,games,US,USD,5000.0,True,False,successful,5256.34,international,1,1,3,13,7,2011,1,7,11,9,2011,7,6,9,4,2011,1,True,94,60,105.1268
2385,Dominic Crain,749096845,13,"Mantra Studio is an open concept lifestyle app, to introduce, explore and experience various traditional prayers, chants and mantras.",False,339,Sound,16.0,technology,US,USD,42000.0,False,False,failed,1140.0,international,0,6,3,23,11,2016,6,2,20,12,2016,17,3,2,11,2016,1,False,20,27,2.7142857142857144
2386,David Wornham,1547602593,17,This is the result of many months of photographing Snowy Owls along the MA and NH seacoast during the irruption of 2013-14.,False,325,Calendars,18.0,publishing,US,USD,1500.0,False,True,failed,791.0,international,0,1,6,13,9,2014,1,1,13,10,2014,24,2,29,7,2014,1,False,45,30,52.733333333333334
2387,Simon Palmer,2055269985,143,"The new 2016 Sea Horses Calendar from Simon Palmer, featuring 12 months of stunning heavy horse pictures.",False,325,Calendars,18.0,publishing,GB,GBP,1000.0,True,False,successful,3546.54646578,international,1,11,3,29,7,2015,11,5,28,8,2015,14,3,8,7,2015,1,True,20,30,354.654646578
2388,joe grasso,870640837,110,"With a surprise ending, this book will inspire on many levels. It's the story of an NY City boy who came to make a NJ farm his life.",False,46,Children's Books,18.0,publishing,US,USD,8180.0,True,False,successful,9062.0,international,1,17,1,4,6,2012,17,3,4,7,2012,20,4,17,5,2012,1,True,17,30,110.78239608801957
2389,Andrew Wethington,2081660870,109,"A New Neon Colored ""Party"" Card that looks GREAT under a Black Light!!!",False,273,Playing Cards,12.0,games,US,USD,4000.0,False,False,failed,2475.0,international,0,19,1,14,12,2015,6,1,11,1,2016,4,5,11,12,2015,1,False,3,27,61.875
2391,(Tjames)Tony Scott Macauley ,1051957555,19,"In search of love an Army Chaplain, wounded in combat, time travels btwn 1967 Vietnam and 33 AD Jerusalem.",False,47,Fiction,18.0,publishing,US,USD,3000.0,True,False,successful,3045.0,international,1,17,6,25,12,2010,17,3,23,2,2011,3,6,20,11,2010,1,True,35,60,101.49999999999999
2392,Emmanuel Lehuédé,1344970915,12,"Le Tribunal des Songes est un court-métrage français semi-professionnel de genre fantastique, prévu pour 2016.",False,296,Fantasy,11.0,film & video,FR,EUR,350.0,True,False,successful,373.97395389999997,international,1,20,1,30,11,2015,20,3,30,12,2015,9,1,16,11,2015,1,True,14,30,106.84970111428571
2393,Shana Mattheis,837187800,1,"A mixed media creative project with music, culture, and art at the heart of the project. Oh, and humor of course.",False,54,Mixed Media,1.0,art,US,USD,2500.0,False,False,failed,25.0,international,0,1,6,21,4,2012,7,3,16,5,2012,4,2,17,4,2012,1,False,3,25,1.0
2394,Edrie Edrie,1900803664,248,"Walter Sickert & the ARmy of BRoken TOys are putting out an album. Pre-order it & get more info on the MUSIC, Videos & other goodies!",False,40,Indie Rock,14.0,music,US,USD,6600.0,True,False,successful,18321.95,international,1,16,2,13,11,2012,5,5,21,12,2012,14,4,23,8,2012,1,True,82,37,277.60530303030305
2395,GBS Detroit,957058942,39,Carts Before Horses is heading to GBS Detroit on Saturday April 13th to record a live GBS Detroit EP and video.,False,40,Indie Rock,14.0,music,US,USD,1200.0,True,False,successful,1660.0,international,1,23,3,27,3,2013,24,5,12,4,2013,20,7,24,3,2013,1,True,3,16,138.33333333333334
2396,Carl Schwarz,782504191,6,I love hearing new and inventive ideas for artwork. These projects keep me busy and prevent any artistic blocks I may encounter.,False,54,Mixed Media,1.0,art,US,USD,50.0,True,False,successful,81.0,international,1,16,1,11,1,2016,16,3,10,2,2016,14,1,11,1,2016,1,True,0,30,162.0
